,Unnamed: 0,tur,Body,REASON,WHY,Labels
,3376,spam,"Are you ready? We are waiting for you to meet the most exciting and addictive games! Discover new worlds with [Game Name], join exciting fights and write epics with your friends!

Why should you play [World of Tanks]?

Legendary Graphics: You will feel yourself in the game with magnificent visuals.
Addictive Story: A story that will surprise you in each episode awaits you.
Online Multiplayer: Fight, race or come together with your friends in strategy games!
Constant Updates: Keep your gaming experience fresh with new content and events!
Download Now, Start Playing!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3377,spam,"Victory is just one step away! Join the fight with [World of Tanks], make strategic moves and defeat your opponents to reach the top!

Why Should Victory Be Yours with [World of Tanks]?

Challenging Missions and Battles: Exciting missions await you at every moment.
Extensive Character Development: Create and strengthen your own character.
Competitive Arenas: Real-time battles against other players.
Legendary Battles: Fascinating battles and strategic tactics!
Come on, Play Now and Win!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3378,spam,"Are you ready to be the hero of the story? Explore the world with [Modern Warfare] and win against your enemies in unknown lands! Realistic graphics, immersive sound effects and exciting missions await you for hours of fun adventure.

Why should you play Modern Warfare?

Amazing Graphics and Sound: Experience a realistic experience while exploring the in-game world.
Endless Fun: Vast maps, fun mini-games and challenging missions!
Online Play: Play with your friends or players worldwide.
Start Now!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3379,spam,"Modern Warfare awaits you! A world full of strategy, action and excitement awaits you. Fight fiercely with your opponents, achieve victory with strategic moves!

Features of Modern Warfare:

Challenging Opponents: Face powerful enemies and enjoy every victory.
Legendary Weapons and Equipment: Achieve victory using powerful weapons and strategic equipment.
Constant Updates: New maps, missions and events!
Let the War Begin, Join Us!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3380,spam,"The war begins! [Game Name] is waiting for you! Fight bravely against your enemies, conquer the whole world with strategic moves! Realistic graphics, action-packed scenes and an unforgettable combat experience are waiting for you.

Why should you play Modern Warfare?

Real-Time Battles: Create instant strategies against your opponents.
Powerful Characters: Create your own hero, develop him and lead him to victory.
Online Arenas: Fight with other players, rise in global rankings.
Start Savoring Victory!",scam,pshing ,"spam,scam,pshing "
,3381,spam,"Are you ready to push the boundaries of the game world? A unique experience awaits you with Modern Warfare! Fascinating graphics, gripping stories and action-packed battles. A new adventure is calling you every moment!

The Best Features of Modern Warfare:

Advanced Artificial Intelligence: Your opponents will challenge you, you will have to be on the alert at all times.
Free Exploration: Get lost in endless maps and find hidden treasures!
Play Online: Fight with players from all over the world.

Start and Discover Today!",scam,pshing ,"spam,scam,pshing "
,3382,spam,"""Choose Your Hero, Save the World! 🌎""
Embark on a grand adventure with Modern Warfare!

Start writing your epic with Modern Warfare! A world full of legendary characters and challenging missions awaits you! Choose your hero, defeat your enemies and save the world!

Key Features:

Unique Characters: Meet heroes with different abilities.
Legendary Story: A story that will captivate you and captivating missions.
Multiplayer Mode: Fight with players from all over the world.
Come on, Play and Win!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3383,spam,"The Great Victory Awaits You! 🏅""
Make strategic moves for victory with Modern Warfare!

Are you ready for an epic victory? [Game Name] awaits you! Leave your opponents behind in challenging missions that require strategy, skill, and speed!

Why should you play [Game Name]?

Challenging Battles: Be the best in tension-filled battles every moment!
Advanced Strategy: Make the right moves to win, and victory will be yours.
Against the World's Best Players: Your opponents are waiting for you. Challenge them!
Take the First Step to Victory!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3384,spam,"""An Exciting Adventure Begins! 🚀""
Conquer the galaxy with Arma!

Hello [Name],

How about joining an interstellar adventure? Explore the depths of space with [Game Name], join the intergalactic war and become the leader! The fight is about to begin!

Arma Features:

Unique Space World: A universe consisting of different planets, each of which you can't wait to explore.
Multiple Missions and Events: A new mission every day, a new adventure every moment.
Team Up and Fight: Team up with real players and conquer the galaxy!
Join the Infinite Space Adventure!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3385,spam,"""Create Your Own Hero! ✨""
Create your own hero with Arma!

Create your own hero in the world of Arma, grow stronger, fight tough enemies and write your story! Create your own special character, give him unique abilities!

Arma Features:

Customizable Characters: Create and customize your own character.
Fascinating Story Mode: An adventure that takes you through the story.
Multiplayer Support: Team up with players from all over the world and compete.
Start Playing Now!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3386,spam,"""Are You Ready for a Fun Race? 🏁""
Discover your passion for speed with Arma!

Super fast cars, magnificent tracks and endless races are waiting for you! Reach the peak of speed with [Game Name], leave the toughest opponents behind and be the winner!
Arma's Advantages:

Realistic Racing Experience: Climb to the top in the racing world with your speed, passion and skills.
Different Vehicle Options: Choose a car according to your own style, develop it and win the race.
Multiplayer Mode: Race with your friends or against opponents around the world.
Come on, Let the Race Begin!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3387,spam,"""Aksiyonun Zirvesine Ulaş! 🔥""
ARMA  ile efsane bir aksiyon deneyimi seni bekliyor!

Hazır mısın? ARMA ile aksiyon dolu bir dünyada kendini test et. Düşmanlarla dolu savaş alanlarında zafer kazan, her adımında bir efsane yarat!
ARMA’nın Neden En İyi Seçim Olduğunu Gösteriyoruz:

Süper Aksiyon: Her savaşta aksiyonun doruklarına ulaş.
Gelişmiş Silahlar ve Ekipmanlar: Savaşta daha güçlü ol, düşmanlarını alt et.
Zorlu Düşmanlar: Her seferinde farklı taktiklerle mücadele et!
Hadi, Oyun Başlasın!
[İndirme Linki]",scam,pshing ,"spam,scam,pshing "
,3388,spam,"""Reach the Peak of Action! 🔥""
A legendary action experience awaits you with ARMA!

Are you ready? Test yourself in an action-packed world with ARMA. Win in battlefields full of enemies, create a legend with every step you take!

We Show Why ARMA is the Best Choice:

Super Action: Reach the peak of action in every battle.
Advanced Weapons and Equipment: Be stronger in battle, defeat your enemies.
Challenging Enemies: Fight with different tactics every time!
Let the Game Begin!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3389,spam,"""Discover the Power of War! ⚔️""
It's time to fight with Insurgency: Sandstorm!

Take your place in the middle of the battle! Fight in a world full of strategy, action and adventure with Insurgency: Sandstorm! Defeat your opponents, make your name known on the battlefield!

Featured Features:

Realistic Battlefields: Develop your strategy in exciting battlefields.
Unique Equipment and Weapons: Use the most powerful weapons to destroy your enemies.
Competitive Battles: Compete with other players, climb the rankings.
Victory is Yours!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3390,spam,"""Be Free in Your Dream World! 🌎""
Build your own world with Insurgency: Sandstorm!

Insurgency: Sandstorm invites you to your dream world! Create your own world, manage resources, build new structures and declare your leadership with strategic moves!
Insurgency: Sandstorm's Enjoyable Features:

World Building: Gather resources and build your own city.
Unique Strategy: Devise clever plans to defeat your enemies.
Online Multiplayer: Compete with other players and explore together.
Build Your World Now!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3391,spam,"""Speed ​​and Strategy Together! 🏎️""
Discover your passion for speed with Insurgency: Sandstorm!

Insurgency: Sandstorm is waiting for you! High-adrenaline races, challenging tracks and fast vehicles! Can you finish the race as quickly as possible without crashing?
Features of Insurgency: Sandstorm:

Realistic Races: Enjoy the speed with realistic graphics.
Different Vehicles: Challenge your opponents with various vehicles that will participate in the race.
Online Races: Race against players from all over the world!
Come on, Start and Start the Race!
[Download Link]",scam,pshing ,"spam,scam,pshing "
,3392,spam,"
""Hayalindeki Tatili Keşfet! 🌍✈️""
Konu: Tatilinizi Planlayın, Maceraya Çıkın!

Merhaba [Ad],

Yeni bir macera sizi bekliyor! italya'ya yapacağınız seyahatte unutulmaz anılar biriktirmeye ne dersiniz? Sizi bekleyen muazzam güzellikler ve keşfedilecek harika yerlerle dolu bir tatil fırsatı sunuyoruz.

Özel Teklifler:

%20'ye Varan İndirimler: Erken rezervasyon fırsatlarından yararlanın!
Ücretsiz Rehberli Turlar: Tarihi yerleri ve gizli köyleri keşfedin!
Konforlu Konaklama: En uygun fiyatlarla 5 yıldızlı otellerde konaklayın!
Yerel Deneyimler: Geleneksel yemeklerden, benzersiz kültürel etkinliklere kadar her şey!
Şimdi Rezervasyon Yap, Tatile Çık!
[Tarih Seçimi ve Rezervasyon Linki]

Hayalinizdeki tatil bir tık uzağınızda!",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3393,spam,"Italy Holiday Promotion: ""Discover the Legendary Beauties of Italy! 🇮🇹""
Last Chance for a Dreamlike Italy Tour! 🌟

Hello [Name],

Italy is waiting for you! This magnificent country, famous for its high art, delicious food and historical places, is ready for you to live your dream holiday. Rome, Florence, Venice, Pisa... Where would you like to start?

Special Offers:

Up to 30% Discount!: Valid only this week.
Free City Tour: Visit and discover the most famous squares of Rome!
Romantic Dinner: A gondola ride on the canals and a traditional Italian meal in the restaurants.
5-Star Accommodation: A unique accommodation experience in comfortable hotels!
Make Your Reservation Now, Let Your Journey to Italy Begin!
[Booking Link]

Your dream Italy holiday is now more accessible!",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3394,spam,"An Unforgettable Holiday in Spain Awaits You! 🎉

Hello [Name],

It's time to go to Spain! With its colorful festivals, magnificent beaches and unique historical structures, Spain offers you an unforgettable holiday. From the wonderful architecture of Barcelona to the lively atmosphere of Madrid, there are many places to discover!

Special Offers:

25% Discounted Prices!: Book your 2024 summer holiday now.
Free Tapas Tour: Discover traditional Spanish flavors!
Evening Shows: Witness the culture of Spain with a Flamenco show.
Relaxing on the Beach: Enjoy the sea and sun on the Costa Brava.
Book Your Dream Spain Holiday Now!
[Booking Link]

How about going to Spain for a colorful and cheerful holiday?",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3395,spam,"""Paris, Nice, Lyon… Discover France!""

France is a magnificent country full of wine, cheese, history and art. From the Eiffel Tower in Paris to the Mediterranean beaches in Nice, every corner is waiting for you to discover a new discovery.

Special Offers:

35% Discount Packages!: An unforgettable holiday in the most popular cities of France.
Free Guided Tours: Discover cities such as Paris, Lyon, Bordeaux.
Romantic Dinner: A dinner on the Seine River.
Hotel and Flight Packages: Plan your holiday with the advantage of early booking.
Book Now to Discover the Beauties of France!
[Reservation Link]",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3396,spam,"Take the first step for an unforgettable holiday in France!

3. Thailand Holiday Promotion: ""A Holiday in Tropical Paradise Thailand!""
Subject: Opportunities for an Exotic Holiday in Thailand! 🇹🇭",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3397,spam,"Are you ready for a holiday full of azure seas, golden temples and incredible flavors in the tropical paradise of Thailand? From the beaches of Phuket to the nightlife of Bangkok, Thailand awaits you!

Special Offers:

50% Discounted Tours!: Perfect opportunities for an unforgettable holiday in Thailand.
Free Massage Session: Relax with a traditional Thai massage.
Tropical Yachts: Explore the Gulf of Thailand with a yacht tour.
Luxury Accommodation: Accommodation opportunities in the most popular resorts of Thailand.
Book Now for an Unforgettable Holiday in Thailand!
[Booking Link]",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3398,spam,"Are you ready to go to Thailand for an exotic holiday?

An unforgettable holiday awaits you in the Maldives, full of white beaches, turquoise sea and luxury hotels. Peace and luxury together, only in the Maldives!

Special Offers:

Up to 30% Discounts: Don't miss the best holiday opportunities of the year!
Free Water Sports: Discover the beauties under the sea with snorkeling and diving activities.
Honeymoon Packages: Special honeymoon opportunities for a romantic getaway.
Over-the-Ocean Villas: Accommodation opportunities in luxury villas.
Book Now for a Holiday in Paradise!
[Reservation Link]",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3399,spam,"An Unforgettable Holiday in the Legendary Nature of the Black Sea! 🌲

How about a holiday in the green nature of the Black Sea? The Black Sea awaits you with its natural beauties, traditional villages and peaceful atmosphere!

Special Offers:

20% Discounted Prices: A great opportunity to discover the unique beauties of the Black Sea!
Historical Village Tour: Guided tours in the mysterious villages of the Black Sea.
Paragliding: Parachute flight in the unique view of Rize.
Legendary Flavors: Discover the Black Sea cuisine, local flavors await you!
Make a Reservation Now for a Holiday in the Black Sea in the Lap of Nature!
[Reservation Link]

Take the first step to discover this unique nature!",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3400,spam,"Holiday Packages Full of Natural Beauties of Switzerland! 🏔️

Are you ready to discover peace by hiking in the snow-white Alps or taste the unique chocolates of Switzerland? Collect dreamy memories on your winter vacation!

Special Offers:

40% Discounted Ski Holidays: An unforgettable holiday in the most beautiful ski resorts.
Romantic Train Tour: A unique journey in the Alps with Glacier Express.
Gourmet Experiences: Taste Swiss chocolates and cheese fondue.
Luxury Chalets: Enjoy the warm fireplace against the snow-covered landscape.
Make Your Reservation Now and Benefit from Early Booking Opportunities!
[Reservation Link]",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3401,spam,"A Holiday Full of Unlimited Luxury and Excitement Awaits You in Dubai! 🏙️

How about discovering Dubai with its golden beaches, magnificent skyscrapers and unique shopping malls? The holiday you dream of is now much closer.

Special Offers:

Up to 50% Off: Luxury hotel accommodation.
Desert Safari Gift: Experience the magic of the desert at sunset.
Aqua Adventure Tickets: An adrenaline-filled water park experience at Atlantis.
Luxury Yacht Tour: An unforgettable night tour in Dubai Marina.
Book Now and Don't Miss the Holiday of Your Life!
[Booking Link]",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3402,spam,"Discover the Mysterious Culture of Asia! 🇯🇵🇰🇷

Hello [Name],

Are you ready to experience the historical and modern world together in the mystical atmosphere of the Far East? A unique experience from traditional temples to sparkling city streets awaits you!

Special Offers:

30% Off Tours: A full tour covering Tokyo, Kyoto, Seoul and Busan.
Flower Festivals: Experience the magic of Japan during the Sakura season.
Korean Culinary Experience: Kimchi making workshop and street food.
Bullet Train Experience: Travel quickly between cities on Shinkansen in Japan.
Book Now to Discover the Magic of the Far East!
[Booking Link]",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3403,spam,"Don't Miss the Opportunities for an Unforgettable Caribbean Beach Vacation! 🏝️

Hello [Name],

Turquoise sea, white sands and tropical cocktails... Your dream vacation in the Caribbean is coming true. Take advantage of the best deals of the year!

Special Offers:

50% Off Island Vacations: Barbados, Bahamas and more!
Diving and Snorkeling Activities: Unforgettable memories in coral reefs.
Cruises: Luxury cruise to explore the Caribbean islands.
Tropical Spa Experience: Special massage and treatment opportunities to relax you.
Book Now and Don't Miss This Dream Vacation!
[Booking Link]",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3404,spam,"Istanbul Weekend Getaway Promotion: ""History and Modernity Together!""

Subject: Special Offers to Discover the Beauties of Istanbul! 🕌

Hello [Name],

The unique view of the Bosphorus, historical places and vibrant city life... Get ready for an unforgettable weekend in Istanbul!

Special Offers:

20% Discount: Weekend accommodation in luxury hotels.
Bosphorus Tour Gift: Be enchanted by the Bosphorus.
Guided City Tours: Discover Sultanahmet, Grand Bazaar and Galata.
Local Flavor Experience: Taste the most exquisite flavors of Turkish cuisine.
Plan Your Weekend Getaway by Booking Now!
[Booking Link]",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3405,spam,"Book Now for a Fairytale Holiday in Scandinavia! ❄️

Hello [Name],

Would you like to discover the Norwegian fjords, the Northern Lights and the fascinating Scandinavian cities? Don't miss this unique experience!

Special Offers:

25% Off Tours: Discover Stockholm, Oslo and Copenhagen.
Northern Lights Safari: See this natural wonder in Norway.
Fjord Cruise: Take a boat tour through the breathtaking landscapes of Norway.
Cultural Workshops: Get to know the Viking history.
Book Now and Have the Holiday of a Lifetime!
[Booking Link]",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3406,spam,"50% Discount on All Cargo!
Sending your cargo has never been this convenient! 🎁
📦 Ship today, benefit from 50% discount on all cargo.
✅ Fast delivery
✅ Reliable service
✅ Fixed price advantage nationwide
Don't miss the opportunity! Send Now",scam,pshing ,"spam,scam,pshing "
,3407,spam,"Make 3 Shipments, Get 1 Free!
Only today: 1 cargo free for 3 cargo shipments!
Our campaign is valid for all individual and corporate customers.
💼 Business shipments
🎁 Special gifts
📦 E-commerce packages
Send now and benefit from this advantage! Details",scam,pshing ,"spam,scam,pshing "
,3408,spam,"Great Discount on International Cargo!
Opportunity to ship to every corner of the world at affordable prices! 🌍
✈️ 30% discount on international cargo
📦 Fast delivery guarantee
💰 Send now, protect your budget!
Get Detailed Information",scam,pshing ,"spam,scam,pshing "
,3409,spam,"VIP Shipment Campaign!
Let your cargo reach your address at VIP speed and special prices! ✨
💎 Delivery option within 24 hours
💰 25% discount opportunity
📦 Free insurance for every shipment
Hurry up for special opportunities! Apply Now",scam,pshing ,"spam,scam,pshing "
,3410,spam,"""Send Cargo for Only 19.99 TL!""
Fixed price advantage to all over Turkey: 19.99 TL
📦 Fast shipping, wide delivery network
🎯 Reliable delivery process
Send your cargo without straining your budget.
Send",scam,pshing ,"spam,scam,pshing "
,3411,spam,"""Profitable Investment Opportunity!""
💰 Are you ready to invest with 0% Commission?
Special advantages in all transactions from stock exchange to foreign exchange, from crypto money to funds!
🌟 Free consultancy
🌟 Fast transaction opportunity
🌟 Instant access to investment tools
Build your future today! Apply Now",scam,investment,"spam,scam,investment"
,3412,spam,"""Welcome Bonus up to 1,000 TL!""
Open your new investment account, earn 20% bonus on your first transaction amount!

📈 Valid for stock exchanges and cryptocurrencies
📊 Professional analysis support
📍 Don't miss the limited-time campaign!
Start Now",scam,investment,"spam,scam,investment"
,3413,spam,"""Secure Investment in Foreign Exchange!""
Evaluate your foreign exchange savings, earn with 30% interest!
✔️ Fixed return guarantee
✔️ Free account opening
✔️ Daily transaction limit advantage
Grow by investing. Get Information Now",scam,investment,"spam,scam,investment"
,3414,spam,"Zero Risk Opportunity in Cryptocurrency!""
Manage your crypto investments with insured accounts.
🌐 0% transaction fee for new investors
📊 Weekly earnings reports
🎯 Personal consultancy service
Your crypto investments are in safe hands! Detailed Review",scam,investment,"spam,scam,investment"
,3415,spam,"A Great Advantage in Gold Investment!""

📉 Buy gold when it falls, get high returns!

💎 Instant 2% bonus on gram gold purchases
💰 24/7 ease of buying and selling
✨ Free gold investment accounts
Increase your earnings, trust in gold! Join Now",scam,investment,"spam,scam,investment"
,3416,spam,"""Real Estate Investment Opportunities!""
Let your home or workplace be your source of income! 🏡
🌟 0% interest loan support
🌟 Portfolio options ready for immediate rental
🌟 Talk to our special consultancy team
Shape your future in real estate. More Information",scam,investment,"spam,scam,investment"
,3417,spam,"Daily High Interest Campaign!""
We apply daily interest to your current accounts!
📈 Daily interest rate up to 1%
✔️ Instant cash withdrawal convenience
💡 Increase your own earnings
Don't miss this opportunity! Apply",scam,investment,"spam,scam,investment"
,3418,spam,"Own Your Dream Home with Zero Interest!""
🏡 Your dream home is no longer a dream!
✔️ Up to 120-month term opportunities
✔️ No installments for the first 6 months!
✔️ 0% interest payment plans
✨ Own it now with special launch prices.
Apply Now",scam,investment,"spam,scam,investment"
,3419,spam,"Become a Homeowner Like Paying Rent!""
🏠 It's time to move into your own home!
📉 Only 4,500 TL monthly installments
💡 No down payment requirement
🌟 Early sale opportunities in new projects
Check it out now and take the first step! Click for Details",scam,investment,"spam,scam,investment"
,3420,spam,"New Home Opportunity with Only 1% Down Payment!""
🛋️ Modern designed apartments, centrally located!
✔️ 1% down payment, the rest with a flexible payment plan
✔️ Instant title deed guarantee
✔️ Possibility to move in after 12 months
Buying a home has never been easier! Check it out",scam,investment,"spam,scam,investment"
,3421,spam,"Choose Your Home, Start Paying 1 Year Later!""
🏡 Opportunities in new generation housing projects:
💎 1-year deferred payment plan
💡 Loan support with low interest rates
🌟 Gift decoration package campaign
Apply before the opportunities run out! Get Detailed Information Now",scam,investment,"spam,scam,investment"
,3422,spam,"Big Discount on Last 10 Apartments!""
📍 Modern living spaces in the most prestigious area of ​​the city!
✔️ 15% discount opportunity special for the launch
✔️ Title deed delivery guarantee
✔️ Monthly low interest loan options
Don't be late to own a home! More Information",scam,investment,"spam,scam,investment"
,3423,spam,"""Furniture from Us for Those Who Buy a Home!""
✨ Don't worry about the expenses when buying a home!
✔️ Furniture as a gift for new apartment purchases
✔️ Low interest loans and long term opportunity
✔️ Extra 10% discount for cash purchases
Don't miss this campaign! Click to Apply",scam,investment,"spam,scam,investment"
,3424,spam,"""Investment Houses, Now More Advantageous!""
💼 Apartments with high rental income are on sale!
🌟 24-month interest-free payment opportunity
🌍 Locations that gain value rapidly
🎯 Special price guarantee for first-time buyers
To your future add value. View Ads",scam,investment,"spam,scam,investment"
,3425,spam,"""Special Housing Projects for Families!""
👨‍👩‍👧 Special offers for a peaceful life with your family:
✔️ Children's playgrounds and social facilities
✔️ Extra 20% discount on cash payments
✔️ First 3 installments are on us!
A home worthy of your family awaits you. Detailed Information",scam,investment,"spam,scam,investment"
,3426,spam,"""Relieve Your Pain, Make Your Day Beautiful!""
💊 X-Relief Pain Reliever Tablets are now in a special campaign!
✔️ Buy 2 boxes and get 1 box as a gift
✔️ 10% discount on first purchase
✨ Fast and effective solution with its strong formula.
Limited stock! Order Now",scam,health,"spam,scam,health"
,3427,spam,"""End to Pain! Natural and Reliable Solution""
🌿 Pain-Free Natural Pain Reliever Capsules
✔️ Healthy solution with herbal formula
✔️ Free shipping on first purchase
✔️ Extra 20% discount on 3 boxes
Try now for a comfortable life! Detailed Information",scam,health,"spam,scam,health"
,3428,spam,"""The Economical Way to Relieve Your Pain!""
💊 FastRelief Gel campaign has started:
🎁 Buy 1 and get 1 gift opportunity
📦 Free and fast shipping
✨ Effective formula for muscle and joint pain.
Regain your strength! Click to Order",scam,health,"spam,scam,health"
,3429,spam,"""Right Solution, Right Price!""
💊 RelieveMax Pain Relief Tablets
✔️ 1-month usage package 50% off
✔️ ​​Free shipping on first 100 orders
✔️ Powerful content recommended by doctors.
Invest in your health! Check out the details",scam,health,"spam,scam,health"
,3430,spam,"""Easy and Fast Solution to Your Pain!""
⚡ QuickRelief Pain Relief Spray
✔️ Extra 15% discount on every order
✔️ Great savings on 3-packs
✔️ Practical use, effective results.
Don't let your pain stop you! Buy Now",scam,health,"spam,scam,health"
,3431,spam,"""Special Campaign for Nature Lovers!""
🏕️ DoğaTur Holiday Packages
✔️ Camping opportunities in mountain and lake view areas
✔️ Special for those who bring 3 friends: 15% group discount
✔️ Free camping kit (tent, mat, sleeping bag)
Book your place now! Detailed Information",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3432,spam,"""The Healing Power of Nature is Calling You!""
🌿 Big Discount Now at EcoLodge Holiday Village
✔️ 50% discount on 5 nights of accommodation
✔️ Organic farm experience and meals
✔️ Nature contribution certificate as a gift with every reservation!
Make a Reservation for your dream holiday",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3433,spam,"""Discover Peace in the Lap of Nature!""

🌳 30% Discount at Yeşil Vadi Camping Area
✔️ Tent and caravan areas
✔️ Free guided nature walks
✔️ Stunning views and fresh air
Book now, enjoy nature! Detailed Information",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3434,spam,"""Unique Nature Routes Await You!""
🏞️ Unforgettable Experience from DoğaSever Turizm
🎒 50% discount for the 2nd person on any nature tour you wish to join
🚶‍♂️ Professional guidance and safety equipment included
🌿 Free nature guide book as a gift!
Click now to book",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3435,spam,"""Discover Nature, Feel Energized Again!""
⛰️ Unmissable Campaign at EkoTatil Köyü
🏕️ 1 night gift for 3 nights of accommodation
🌿 20% discount on all activities: trekking, bike tours and yoga sessions
📦 Free shipping, eco-friendly products as a gift!
Click for a holiday surrounded by nature",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3436,spam,"""Special Discount for Those Who Enjoy Nature!""
🌞 DoğaEscape Tours
✔️ Early booking discount for those who book now: 40%
✔️ Camping opportunity on 5 different nature routes
✔️ Guided stargazing and campfire activities
Places are selling out quickly! Discover Now",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3437,spam,"""Unique Nature Routes Await You!""
🏞️ Unforgettable Experience from DoğaSever Turizm
🎒 50% discount for the 2nd person on any nature tour you want to join
🚶‍♂️ Professional guidance and safety equipment included
🌿 Free nature guide book gift!
Click now to book",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3438,spam,"
250 / 5.000
""A Weekend Alone with Nature!""
🌲 Yayla Holiday Package with 25% Discount
✔️ Comfortable accommodation in wooden bungalows
✔️ ATV tours, camping areas and nature photography workshop
✔️ Free breakfast package for all reservations!
Don't miss! Details",irrelevant,advertisement,"spam,irrelevant,advertisement"
,3439,spam,"""Pamper Your Skin, Discover Perfect Glow!
Renew Your Skin: Now 20% Off Skin Care Set!

Give your skin the attention it deserves and take your care to the next level! 🌸 Now, don't miss the opportunity to get 20% off on our **skin care set**!

**Our Featured Products:**
✨ **Moisturizing Face Serum** - Deeply nourishes your skin.
✨ **Anti-Aging Cream** - Effective against fine lines and wrinkles.
✨ **Revitalizing Eye Mask** - A refreshing touch for tired eyes.

🎁 **Extra Opportunity**: Free shipping on every purchase, exclusive to this campaign!

Order quickly and **have a radiant skin**!

[Start Shopping!](#)

We wish you healthy and bright days,
MAC Team",scam,health,"spam,scam,health"
,3440,spam,"""Your Skin Care Routine Improve!
Everything About Your Skin Here! New Products and Special Discounts!

Hello [Name],

Skin care affects not only your beauty but also your health. That's why we have put together the **best skin care products** for you.

**Our New Products:**
🌿 **Cleansing Oil with Natural Oils** - Soft and deep cleansing.
🌸 **Vitamin C Serum** - Ideal for brightness and vitality!
🌞 **Sunscreen SPF 50** - Protects your skin from the harmful effects of the sun.

**Surprise Gifts**: 15% discount on your first purchase and **facial mask gift**!

If you are looking for the best for your skin, [click here](#).

With love,
Revolution Team",scam,health,"spam,scam,health"
,3441,spam,"Summer Skin Care Set: Special Offer for Brightness and Youth!

Hello [Name],

Pamper your skin in the best way of summer! **Moisturize and revitalize your skin with our Summer Skin Care Set**.

**Set Content:**
💧 **Moisturizing Face Cream** - Skin renewal after sun exposure.

🌞 **SPF 30 Protector for Summer** - Protects your skin from UV rays.

🌺 **Summer Radiance Mask** - Provides a fresh and radiant look on the skin.

🌟 **Special Offer**: 25% off until this weekend!

Don't miss the **Free Shipping** and **Gift Product** opportunity!

[Shop Now!](#)

For bright and healthy skin,
MAC Team",scam,health,"spam,scam,health"
,3442,spam,"""Special Discount for the Best Results in Skin Care!""

**Subject:** Perfect Care for Your Skin: Up to 30% Discount Opportunity!

Hello [Name],

We aim for perfection in skin care! Everything you need is here! Now discover skincare products with up to **30% discount**.

**Our Popular Products:**
🌸 **Rejuvenating Face Serum** - Fights wrinkles and fine lines.
🌿 **Moisturizing Day Cream** - Moisturizes and nourishes your skin.
🍃 **Detox Face Mask** - Provides deep cleansing of your skin.

💥 **Special Offer**: Free shipping on purchases of 100 TL and above!

**Make your skin care the best!** [Order Now](#)

We wish you beautiful and healthy skin,
PASTEL Team",scam,health,"spam,scam,health"
,3443,spam,"""Healthy Choices for Your Skin!

Give Your Skin the Care It Deserves: Now 20% Off Our Products!

The health of your skin starts with your daily care routine. Now you can renew your skin care products with **20% off**.

**Our Favorite Products:**
💧 **Olive Oil-Based Cleanser** - Cleansing with natural ingredients.
🌱 **Green Tea Masks** - Revitalizes your skin.
🌼 **Collagen Serum** - For firm and youthful skin!

🎁 **Extra Advantage**: Free shipping and special discount opportunity!

To provide your skin with perfect care, [Start Shopping!](#)

We wish you healthy and radiant skin,
[Brand Name] Team",scam,health,"spam,scam,health"
